,Компания,Чистая прибыль 2019,Чистая прибыль 2020,Чистая прибыль 2021,Капитализация 2019,Капитализация 2020,Капитализация 2021
0,A,1070000000.0000001,719000000.0,1210000000.0,25400000000.0,36000000000.0,42000000000.0
1,AA,-1120000000.0,-170000000.0,429000000.0,2650000000.0,4269999999.9999995,11000000000.0
2,AAL,1690000000.0,-8880000000.0,-1990000000.0,12300000000.0,10100000000.0,11100000000.0
3,AAP,487000000.0,,493000000.0,9900000000.0,,15600000000.0
4,AAPL,55300000000.0,57400000000.0,94700000000.0,1150000000000.0,2000000000000.0,2740000000000.0
5,ABBV,7880000000.0,4620000000.0,11500000000.0,121000000000.0,165000000000.0,232000000000.0
6,ABC,855000000.0,-3410000000.0,1540000000.0,18000000000.0,19500000000.0,27000000000.0
7,ABT,3690000000.0,4500000000.0,7070000000.0,157000000000.0,208000000000.0,213000000000.0
8,ACGL,1640000000.0,1410000000.0,2160000000.0,17900000000.0,14400000000.0,18500000000.0
9,ACM,-261000000.0,-186000000.0,173000000.0,6420000000.0,7130000000.0,10000000000.0
10,ACN,4780000000.0,1500000000.0,1790000000.0,125000000000.0,162000000000.0,260000000000.0
11,ADBE,2950000000.0,5260000000.0,4820000000.0,161000000000.0,220000000000.0,255000000000.0
12,ADI,1360000000.0,1220000000.0,1390000000.0,41500000000.0,55700000000.0,62800000000.0
13,ADM,1380000000.0,1770000000.0,2710000000.0,25500000000.0,30700000000.0,43800000000.0
14,ADP,2290000000.0,2470000000.0,2600000000.0,71800000000.0,72400000000.0,85700000000.0
15,ADSK,-80800000.0,214000000.0,1210000000.0,35000000000.0,41900000000.0,48200000000.0
16,ADX,,,,,,
17,AEE,828000000.0,871000000.0,995000000.0,20100000000.0,17900000000.0,22300000000.0
18,AEF,,,,,,
19,AEM,473000000.0,512000000.0,543000000.0,14600000000.0,16600000000.000002,11200000000.0
20,AEP,1920000000.0,2200000000.0,2490000000.0,51400000000.0,38900000000.0,43400000000.0
21,AER,1150000000.0,-299000000.0,1000000000.0,7950000000.0,5200000000.0,9220000000.0
22,AES,303000000.0,46000000.0,-632000000.0,13500000000.0,17000000000.0,13900000000.0
23,AFG,897000000.0,732000000.0,2000000000.0,9990000000.0,6900000000.0,10500000000.0
24,AFL,3300000000.0,4780000000.0,4320000000.0,39400000000.0,32200000000.000004,40400000000.0
25,AGD,,,,,,
26,AGNC,688000000.0,-266000000.0,749000000.0,9990000000.0,8330000000.0,6870000000.0
27,AIG,3350000000.0,-5940000000.0,9390000000.0,41000000000.0,31500000000.0,47700000000.0
28,AIV,60300000.0,-5040000.0,-5910000.0,1070000000.0000001,584000000.0,1150000000.0
29,AIZ,383000000.0,441000000.0,1360000000.0,7440000000.0,7900000000.0,8910000000.0
30,AJG,669000000.0,819000000.0,907000000.0,18600000000.0,22300000000.0,31800000000.0
31,AKAM,478000000.0,557000000.0,161000000.0,15400000000.0,17100000000.000002,19000000000.0
32,ALB,533000000.0,376000000.0,124000000.0,8560000000.000001,17100000000.000002,25400000000.0
33,ALKS,-197000000.0,-111000000.0,-48200000.0,2740000000.0,3170000000.0,3740000000.0
34,ALL,4850000000.0,5580000000.0,1600000000.0,39300000000.0,31900000000.0,35600000000.0
35,ALLE,402000000.0,314000000.0,483000000.0,12200000000.0,9670000000.0,10900000000.0
36,ALLY,1720000000.0,1080000000.0,3060000000.0,12800000000.0,12900000000.0,16899999999.999998
37,ALV,462000000.0,187000000.0,435000000.0,6810000000.0,7750000000.0,8840000000.0
38,AMAT,2710000000.0,3620000000.0,5890000000.0,54400000000.0,106000000000.0,121000000000.0
39,AME,861000000.0,872000000.0,990000000.0,22600000000.0,27400000000.0,33799999999.999996
40,AMG,15700000.0,202000000.0,566000000.0,4059999999.9999995,5120000000.0,6070000000.0
41,AMGN,7840000000.0,7260000000.0,5890000000.0,137000000000.0,126000000000.0,127000000000.0
42,AMP,1890000000.0,1530000000.0,2760000000.0,22900000000.0,26700000000.0,34900000000.0
43,AMT,1890000000.0,1690000000.0,2570000000.0,104000000000.0,98400000000.0,113000000000.0
44,AMZN,11600000000.0,21300000000.0,33400000000.0,924000000000.0,1600000000000.0,75400000000.0
45,ANET,860000000.0,635000000.0,841000000.0,17700000000.0,23400000000.0,37400000000.0
46,ANSS,451000000.0,434000000.0,455000000.0,23600000000.0,29300000000.0,28200000000.0
47,AOD,,,,,,
48,AOS,370000000.0,345000000.0,487000000.0,7060000000.0,9390000000.0,10900000000.0
49,APA,-3520000000.0,-4900000000.0,1310000000.0,10100000000.0,5340000000.0,12400000000.0
50,APD,1760000000.0,1890000000.0,2100000000.0,46100000000.0,55100000000.0,52100000000.0
51,APH,1160000000.0,1200000000.0,1590000000.0,30300000000.0,36600000000.0,47500000000.0
52,APTV,990000000.0,1800000000.0,31000000.0,22500000000.0,35200000000.0,36900000000.0
53,AR,-340000000.0,-1260000000.0,-154000000.0,536000000.0,1480000000.0,5390000000.0
54,ARE,363000000.0,771000000.0,571000000.0,18500000000.0,20500000000.0,28500000000.0
55,ARMK,449000000.0,-462000000.0,-90800000.0,11100000000.0,9070000000.0,9170000000.0
56,ARW,-204000000.0,584000000.0,1110000000.0,6570000000.0,7820000000.0,8830000000.0
57,ASG,,,,,,
58,ASH,505000000.0,-508000000.0,220000000.0,4690000000.0,5000000000.0,5460000000.0
59,ATO,511000000.0,601000000.0,666000000.0,13200000000.0,9950000000.0,14100000000.0
60,ATVI,1500000000.0,2200000000.0,2700000000.0,46700000000.0,71200000000.0,51700000000.0
61,AVB,786000000.0,828000000.0,1000000000.0,30400000000.0,23700000000.0,33000000000.0
62,AVGO,2720000000.0,2960000000.0,6740000000.0,121000000000.0,176000000000.0,240000000000.0
63,AVK,,,,,,
64,AVT,176000000.0,-31100000.0,193000000.0,5070000000.0,3420000000.0,3970000000.0
65,AVY,304000000.0,,556000000.0,10700000000.0,,17000000000.0
66,AWK,621000000.0,709000000.0,645000000.0,24800000000.0,27200000000.0,34100000000.0
67,AWP,,,,,,
68,AXP,6760000000.0,3140000000.0,8060000000.000001,110000000000.0,107000000000.0,153000000000.0
69,AXS,323000000.0,-120000000.0,619000000.0,5520000000.0,3870000000.0,4490000000.0
70,AXTA,249000000.0,122000000.0,264000000.0,6680000000.0,6350000000.0,6840000000.0
71,AYI,330000000.0,248000000.0,306000000.0,5350000000.0,4810000000.0,6600000000.0
72,AZO,1620000000.0,1730000000.0,2170000000.0,27100000000.0,27900000000.0,46600000000.0
73,BA,-636000000.0,-11900000000.0,-4200000000.0,326000000000.0,122000000000.0,118000000000.0
74,BAC,27400000000.0,17900000000.0,32000000000.0,314000000000.0,252000000000.0,388000000000.0
75,BAH,419000000.0,483000000.0,609000000.0,8410000000.0,10300000000.0,10300000000.0
76,BALL,,,,,,
77,BAM,615000000.0,-134000000.0,12400000000.0,70500000000.0,58700000000.0,83000000000.0
78,BAP,4269999999.9999995,347000000.0,3670000000.0,16700000000.0,11900000000.0,9700000000.0
79,BAX,1000000000.0,1100000000.0,1280000000.0,46100000000.0,40000000000.0,42800000000.0
80,BBWI,,,,,,
81,BBY,1460000000.0,1540000000.0,1800000000.0,18900000000.0,21300000000.0,26200000000.0
82,BCE,3190000000.0,2630000000.0,2890000000.0,42900000000.0,38300000000.0,46200000000.0
83,BCV,,,,,,
84,BDJ,,,,,,
85,BDX,1230000000.0,874000000.0,2089999999.9999998,69100000000.0,69700000000.0,71500000000.0
86,BEN,1200000000.0,799000000.0,1830000000.0,14100000000.0,11800000000.0,14200000000.0
87,BEP,35000000.0,-130000000.0,-66000000.0,3010000000.0,12500000000.0,
88,BFH,,,,,,
89,BG,-1280000000.0,1140000000.0,231000000.0,7440000000.0,8860000000.0,13800000000.0
90,BGR,,,,,,
91,BGY,,,,,,
92,BHC,-1790000000.0,-560000000.0,-948000000.0,9980000000.0,11200000000.0,8640000000.0
93,BIDU,2060000000.0,22500000000.0,10200000000.0,43800000000.0,78700000000.0,
94,BIIB,5890000000.0,4000000000.0,1560000000.0,51900000000.0,43900000000.0,31500000000.0
95,BIO,1760000000.0,3810000000.0,-1570000000.0,11000000000.0,17100000000.000002,17900000000.0
96,BK,4440000000.0,3620000000.0,3760000000.0,42700000000.0,34299999999.999996,50200000000.0
97,BKNG,4860000000.0,59000000.0,1160000000.0,80700000000.0,95400000000.0,89200000000.0
98,BLK,4480000000.0,4930000000.0,5900000000.0,84200000000.0,108000000000.0,139000000000.0
99,BME,,,,,,
100,BMO,5760000000.0,5100000000.0,7750000000.0,49200000000.0,46600000000.0,68000000000.0
101,BMRN,-23800000.0,854000000.0,-64099999.99999999,15300000000.0,15900000000.0,16200000000.0
102,BMY,3440000000.0,-9020000000.0,6990000000.0,144000000000.0,133000000000.0,151000000000.0
103,BNS,8390000000.000001,6780000000.0,9960000000.0,68599999999.99999,59100000000.0,86200000000.0
104,BOE,,,,,,
105,BOKF,501000000.0,435000000.0,618000000.0,5690000000.0,5940000000.0,7040000000.0
106,BPYPP,,,,,,
107,BR,482000000.0,462000000.0,548000000.0,15200000000.0,15900000000.0,16800000000.0
108,BRO,399000000.0,480000000.0,587000000.0,12400000000.0,11700000000.0,18200000000.0
109,BRX,275000000.0,121000000.0,270000000.0,6030000000.0,4660000000.0,7420000000.0
110,BST,,,,,,
111,BSX,4700000000.0,-82000000.0,1040000000.0,60400000000.0,50200000000.0,61000000000.0
112,BTO,,,,,,
113,BWA,746000000.0,500000000.0,537000000.0,7240000000.0,8740000000.0,10400000000.0
114,BX,2049999999.9999998,1050000000.0,5860000000.0,41300000000.0,46000000000.0,90800000000.0
115,BXMX,,,,,,
116,BXP,522000000.0,873000000.0,505000000.0,22200000000.0,14700000000.0,18900000000.0
117,C,19400000000.0,11000000000.0,3170000000.0,174000000000.0,121000000000.0,120000000000.0
118,CAF,,,,,,
119,CAG,678000000.0,840000000.0,1300000000.0,12800000000.0,17100000000.000002,16500000000.0
120,CAH,1360000000.0,-3700000000.0,611000000.0,13900000000.0,14900000000.0,14900000000.0
121,CAT,6090000000.0,3000000000.0,6490000000.0,76000000000.0,96000000000.0,111000000000.0
122,CB,4450000000.0,3530000000.0,8539999999.999999,69700000000.0,71800000000.0,89200000000.0
123,CBOE,375000000.0,468000000.0,529000000.0,13700000000.0,10600000000.0,12600000000.0
124,CBRE,1280000000.0,752000000.0,1840000000.0,20800000000.0,20500000000.0,32200000000.000004
125,CBSH,421000000.0,354000000.0,531000000.0,7910000000.0,,
126,CCD,,,,,,
127,CCI,860000000.0,1060000000.0,1100000000.0,62900000000.0,64800000000.0,78300000000.0
128,CCK,510000000.0,579000000.0,-560000000.0,9480000000.0,12700000000.0,16000000000.0
129,CCL,2990000000.0,-10200000000.0,-9500000000.0,35200000000.0,16800000000.0,22600000000.0
130,CDNS,989000000.0,,591000000.0,19800000000.0,,41500000000.0
131,CDW,737000000.0,788000000.0,989000000.0,19400000000.0,22300000000.0,23900000000.0
132,CE,852000000.0,1980000000.0,1890000000.0,13700000000.0,14900000000.0,18500000000.0
133,CEE,,,,,,
134,CERS,-71200000.0,-59900000.0,-54400000.0,583000000.0,1130000000.0,1170000000.0
135,CET,,,,,,
136,CF,493000000.0,432000000.0,1260000000.0,8100000000.0,8570000000.0,14700000000.0
137,CFG,1790000000.0,1060000000.0,2320000000.0,17000000000.0,17800000000.0,22100000000.0
138,CFR,444000000.0,331000000.0,443000000.0,5810000000.0,6350000000.0,8900000000.0
139,CGO,,,,,,
140,CHD,616000000.0,786000000.0,828000000.0,17900000000.0,19200000000.0,23900000000.0
141,CHI,,,,,,
142,CHK,-308000000.0,-9730000000.0,945000000.0,7530000000.0,777000000.0,6940000000.0
143,CHKP,826000000.0,,816000000.0,17400000000.0,,19200000000.0
144,CHN,,,,,,
145,CHRW,577000000.0,506000000.0,844000000.0,9950000000.0,12500000000.0,14300000000.0
146,CHTR,1670000000.0,3220000000.0,4650000000.0,108000000000.0,135000000000.0,120000000000.0
147,CHW,,,,,,
148,CHY,,,,,,
149,CI,5100000000.0,8490000000.0,5420000000.0,66900000000.00001,73100000000.0,76400000000.0
150,CII,,,,,,
151,CINF,2000000000.0,1220000000.0,2950000000.0,17400000000.0,15500000000.0,19800000000.0
152,CL,2370000000.0,2700000000.0,2170000000.0,59900000000.0,65000000000.0,69300000000.0
153,CLM,,,,,,
154,CLX,820000000.0,939000000.0,710000000.0,21100000000.0,25300000000.0,20800000000.0
155,CM,5100000000.0,3790000000.0,6450000000.0,38700000000.0,37500000000.0,26500000000.0
156,CMA,1200000000.0,497000000.0,1170000000.0,9360000000.0,9010000000.0,12800000000.0
157,CMCSA,13100000000.0,10500000000.0,14200000000.0,203000000000.0,238000000000.0,214000000000.0
158,CME,2120000000.0,2109999999.9999998,2640000000.0,78100000000.0,69500000000.0,84800000000.0
159,CMG,350000000.0,356000000.0,653000000.0,24400000000.0,41300000000.0,49200000000.0
160,CMI,2260000000.0,1810000000.0,2160000000.0,25800000000.0,33500000000.0,31500000000.0
161,CMS,680000000.0,755000000.0,1350000000.0,19300000000.0,15500000000.0,18300000000.0
162,CNA,1000000000.0,690000000.0,1200000000.0,12400000000.0,9490000000.0,11900000000.0
163,CNC,1320000000.0,1810000000.0,1350000000.0,26300000000.0,33400000000.0,48200000000.0
164,CNHI,874000000.0,-493000000.0,1720000000.0,13300000000.0,19900000000.0,19400000000.0
165,CNI,4219999999.9999995,3560000000.0,,68700000000.0,72000000000.0,
166,CNP,791000000.0,-773000000.0,1490000000.0,13400000000.0,11100000000.0,16300000000.0
167,CNQ,5420000000.0,-435000000.0,7660000000.0,35100000000.0,26700000000.0,48400000000.0
168,COF,5550000000.0,2710000000.0,12400000000.0,47800000000.0,46900000000.0,64400000000.00001
169,COMM,-930000000.0,-573000000.0,-463000000.0,2360000000.0,2880000.0,2240000000.0
170,COO,467000000.0,238000000.0,2940000000.0,15400000000.0,17800000000.0,20600000000.0
171,COP,7190000000.0,-2700000000.0,8080000000.0,68000000000.0,54000000000.0,125000000000.0
172,COST,3660000000.0,4000000000.0,5010000000.0,126000000000.0,156000000000.0,251000000000.0
173,COTY,-3780000000.0,-1010000000.0,-201000000.0,8410000000.0,5310000000.0,6880000000.0
174,CP,2440000000.0,2440000000.0,2850000000.0,7480000000.0,47200000000.0,47600000000.0
175,CPB,211000000.0,1630000000.0,1000000000.0,12700000000.0,13900000000.0,13000000000.0
176,CPG,-1030000000.0,-2520000000.0,,1860000000.0,1500000000.0,2850000000.0
177,CPRI,543000000.0,-223000000.0,-62000000.0,6800000000.0,2089999999.9999998,10100000000.0
178,CPRT,592000000.0,700000000.0,936000000.0,17400000000.0,25400000000.0,28800000000.0
179,CPT,220000000.0,124000000.0,304000000.0,10900000000.0,9610000000.0,18100000000.0
180,CPZ,,,,,,
181,CRF,,,,,,
182,CRM,1110000000.0,126000000.0,4070000000.0000005,124000000000.0,141000000000.0,191000000000.0
183,CSCO,11600000000.0,11200000000.0,10600000000.0,210000000000.0,182000000000.0,232000000000.0
184,CSGP,315000000.0,227000000.0,293000000.0,24000000000.0,35200000000.0,31000000000.0
185,CSL,473000000.0,320000000.0,422000000.0,9020000000.0,7760000000.0,11700000000.0
186,CSX,3330000000.0,2760000000.0,3780000000.0,60100000000.0,65200000000.0,77000000000.0
187,CTAS,885000000.0,876000000.0,1110000000.0,25200000000.0,32500000000.0,41000000000.0
188,CTR,,,,,,
189,CTRA,,,,,,
190,CTSH,1840000000.0,1390000000.0,2140000000.0000002,34900000000.0,39400000000.0,45400000000.0
191,CUBA,,,,,,
192,CVE,2190000000.0,-2380000000.0,587000000.0,11100000000.0,7260000000.0,28200000000.0
193,CVS,6630000000.0,7180000000.0,7910000000.0,90700000000.0,91000000000.0,140000000000.0
194,CVX,2920000000.0,-5540000000.0,15600000000.0,210000000000.0,146000000000.0,220000000000.0
195,D,1360000000.0,-401000000.0,3290000000.0,72500000000.0,54000000000.0,63100000000.0
196,DAL,4770000000.0,-12400000000.0,280000000.0,37200000000.0,24100000000.0,25200000000.0
197,DB,-5390000000.0,483000000.0,2600000000.0,19600000000.0,21300000000.0,27300000000.0
198,DCI,267000000.0,257000000.0,287000000.0,6200000000.0,7230000000.0,6700000000.0
199,DD,498000000.0,-2950000000.0,6470000000.0,39300000000.0,50700000000.0,41800000000.0
200,DE,3250000000.0,2750000000.0,5960000000.0,52400000000.0,108000000000.0,112000000000.0
201,DEI,364000000.0,50400000.0,65300000.0,7310000000.0,4900000000.0,5830000000.0
202,DELL,-2310000000.0,4620000000.0,3250000000.0,44200000000.0,29300000000.0,42300000000.0
203,DFP,,,,,,
204,DFS,2960000000.0,1140000000.0,5450000000.0,24400000000.0,28300000000.0,36900000000.0
205,DG,1590000000.0,1710000000.0,2660000000.0,31800000000.0,38600000000.0,51600000000.0
206,DGX,858000000.0,1430000000.0,2000000000.0,15000000000.0,15100000000.0,16300000000.0
207,DHI,1620000000.0,2370000000.0,4179999999.9999995,19400000000.0,27400000000.0,30300000000.0
208,DHR,3010000000.0,3650000000.0,6430000000.0,121000000000.0,155000000000.0,196000000000.0
209,DIAX,,,,,,
210,DIS,11100000000.0,-2860000000.0,2000000000.0,217000000000.0,327000000000.0,280000000000.0
211,DISH,1400000000.0,1870000000.0,565000000.0,17800000000.0,16500000000.0,16899999999.999998
212,DKS,320000000.0,297000000.0,530000000.0,3760000000.0,3250000000.0,9650000000.0
213,DLR,580000000.0,363000000.0,1710000000.0,33600000000.0,38500000000.0,49400000000.0
214,DLTR,-1590000000.0,827000000.0,1340000000.0,22700000000.0,20200000000.0,33600000000.0
215,DNP,,,,,,
216,DOV,678000000.0,683000000.0,1120000000.0,17300000000.0,17500000000.0,22500000000.0
217,DOX,479000000.0,498000000.0,688000000.0,9040000000.0,7530000000.0,9920000000.0
218,DPZ,401000000.0,,491000000.0,11600000000.0,,22000000000.0
219,DRI,713000000.0,-52400000.0,629000000.0,15100000000.0,13900000000.0,18000000000.0
220,DTE,1170000000.0,1370000000.0,907000000.0,21000000000.0,19200000000.0,22900000000.0
221,DUK,3750000000.0,1380000000.0,3910000000.0,71100000000.0,60100000000.0,76500000000.0
222,DVA,811000000.0,774000000.0,978000000.0,12700000000.0,14100000000.0,12000000000.0
223,DVN,-355000000.0,-2680000000.0,2810000000.0,9150000000.0,5660000000.0,28700000000.0
224,DXC,1260000000.0,-5370000000.0,-149000000.0,18200000000.0,4690000000.0,8640000000.0
225,DXCM,101000000.0,550000000.0,217000000.0,21800000000.0,34900000000.0,51900000000.0
226,EA,1020000000.0,3040000000.0,837000000.0,28700000000.0,33500000000.0,37600000000.0
227,EBAY,1790000000.0,5670000000.0,13600000000.0,29800000000.0,39800000000.0,35600000000.0
228,ECF,,,,,,
229,ECL,1560000000.0,-1190000000.0,1140000000.0,57500000000.0,58100000000.0,54200000000.0
230,ED,1340000000.0,1100000000.0,1350000000.0,31100000000.0,22800000000.0,29200000000.0
231,EDU,238000000.0,413000000.0,334000000.0,15300000000.0,280000000000.0,24700000000.0
232,EEA,,,,,,
233,EFX,-399000000.0,520000000.0,744000000.0,18500000000.0,19500000000.0,26600000000.0
234,EIX,1400000000.0,871000000.0,925000000.0,26100000000.0,20500000000.0,23600000000.0
235,EL,1780000000.0,696000000.0,2880000000.0,68700000000.0,84400000000.0,112000000000.0
236,ELV,,,,,,
237,EMF,,,,,,
238,EMN,759000000.0,478000000.0,857000000.0,12600000000.0,14400000000.0,15900000000.0
239,EMR,2310000000.0,445000000.0,896000000.0,43400000000.0,50000000000.0,55000000000.0
240,ENB,5700000000.0,3360000000.0,1930000000.0,83200000000.0,61700000000.0,85600000000.0
241,EOD,,,,,,
242,EOG,2730000000.0,-605000000.0,4660000000.0,43800000000.0,26800000000.0,49800000000.0
243,EOI,,,,,,
244,EOS,,,,,,
245,EQIX,507000000.0,370000000.0,500000000.0,50700000000.0,64099999999.99999,65099999999.99999
246,EQR,970000000.0,914000000.0,1330000000.0,28500000000.0,22000000000.0,32900000000.0
247,EQT,-1220000000.0,-959000000.0,-1140000000.0,1580000000.0,4610000000.0,7440000000.0
248,ERH,,,,,,
249,ERIE,317000000.0,293000000.0,298000000.0,8830000000.0,,
250,ES,909000000.0,1210000000.0,1230000000.0,30000000000.0,28400000000.0,30300000000.0
251,ESS,439000000.0,599000000.0,516000000.0,20600000000.0,16100000000.000002,20500000000.0
252,ET,3590000000.0,-648000000.0,5470000000.0,33600000000.0,,
253,ETB,,,,,,
254,ETG,,,,,,
255,ETJ,,,,,,
256,ETN,2210000000.0,1410000000.0,2140000000.0000002,40700000000.0,51300000000.0,61500000000.0
257,ETO,,,,,,
258,ETR,1260000000.0,1390000000.0,1120000000.0,25700000000.0,16600000000.000002,20900000000.0
259,ETV,,,,,,
260,ETW,,,,,,
261,ETY,,,,,,
262,EVT,,,,,,
263,EW,1050000000.0,823000000.0,1500000000.0,48700000000.0,51700000000.0,70000000000.0
264,EWBC,674000000.0,568000000.0,873000000.0,6900000000.0,8410000000.0,12200000000.0
265,EXC,2940000000.0,1950000000.0,1830000000.0,46800000000.0,27800000000.0,40500000000.0
266,EXG,,,,,,
267,EXP,68900000.0,70900000.0,66000000.0,4240000000.0,2560000000.0,6900000000.0
268,EXPD,590000000.0,696000000.0,1420000000.0,12500000000.0,15400000000.0,17500000000.0
269,EXPE,565000000.0,-2610000000.0,12000000.0,16100000000.000002,17700000000.0,27000000000.0
270,EXR,420000000.0,482000000.0,828000000.0,14200000000.0,14200000000.0,26300000000.0
271,F,47000000.0,-1280000000.0,17900000000.0,35100000000.0,41800000000.0,67800000000.0
272,FAST,791000000.0,859000000.0,925000000.0,19100000000.0,25500000000.0,32600000000.0
273,FBIN,,,,,,
274,FCX,-239000000.0,865000000.0,5360000000.0,16399999999.999998,37500000000.0,60900000000.0
275,FDS,353000000.0,373000000.0,400000000.0,9910000000.0,11400000000.0,15300000000.0
276,FDX,540000000.0,1290000000.0,5230000000.0,42800000000.0,36600000000.0,67800000000.0
277,FE,912000000.0,1080000000.0,1280000000.0,27300000000.0,15600000000.0,22400000000.0
278,FEN,,,,,,
279,FFA,,,,,,
280,FFC,,,,,,
281,FFIV,428000000.0,307000000.0,331000000.0,8630000000.0,11500000000.0,12100000000.0
282,FIS,298000000.0,158000000.0,417000000.0,65599999999.99999,84200000000.0,58400000000.0
283,FISV,893000000.0,958000000.0,1330000000.0,82400000000.0,77500000000.0,64700000000.0
284,FITB,2510000000.0,1430000000.0,2770000000.0,20700000000.0,24200000000.0,33600000000.0
285,FL,541000000.0,491000000.0,323000000.0,7350000000.0,3670000000.0,4490000000.0
286,FLC,,,,,,
287,FLEX,93400000.0,87600000.0,613000000.0,5730000000.0,5030000000.0,7980000000.0
288,FLR,-1520000000.0,-435000000.0,-440000000.0,2610000000.0,2420000000.0,3050000000.0
289,FLS,254000000.0,130000000.0,126000000.0,6370000000.0,4690000000.0,3930000000.0
290,FLT,895000000.0,704000000.0,839000000.0,27800000000.0,23300000000.0,19200000000.0
291,FMC,477000000.0,552000000.0,191000000.0,12600000000.0,12900000000.0,14800000000.0
292,FNF,1060000000.0,1430000000.0,2420000000.0,13400000000.0,10600000000.0,14700000000.0
293,FNV,344000000.0,326000000.0,734000000.0,21300000000.0,22400000000.0,27900000000.0
294,FOF,,,,,,
295,FPF,,,,,,
296,FPL,,,,,,
297,FRT,354000000.0,132000000.0,261000000.0,9380000000.0,6300000000.0,9780000000.0
298,FTNT,326000000.0,488000000.0,607000000.0,20200000000.0,23500000000.0,48500000000.0
299,FTS,1720000000.0,1270000000.0,1400000000.0,19200000000.0,17700000000.0,22100000000.0
300,FTV,739000000.0,1610000000.0,608000000.0,21400000000.0,23800000000.0,26600000000.0
301,FUND,,,,,,
302,GAB,,,,,,
303,GAM,,,,,,
304,GCV,,,,,,
305,GD,3480000000.0,3170000000.0,3260000000.0,52200000000.0,41100000000.0,57800000000.0
306,GDL,,,,,,
307,GDV,,,,,,
308,GE,-4980000000.0,5700000000.0,-3840000000.0,111000000000.0,94300000000.0,104000000000.0
309,GEN,,,,,,
310,GER,,,,,,
311,GF,,,,,,
312,GGG,344000000.0,330000000.0,440000000.0,9390000000.0,11500000000.0,
313,GGT,,,,,,
314,GGZ,,,,,,
315,GIB,318000000.0,315000000.0,1370000000.0,20000000000.0,17100000000.000002,21900000000.0
316,GIL,260000000.0,-225000000.0,,5780000000.0,4940000000.0,7740000000.0
317,GILD,5390000000.0,123000000.0,6220000000.0,81300000000.0,70900000000.0,91200000000.0
318,GIS,1750000000.0,2180000000.0,417000000.0,36700000000.0,37500000000.0,40500000000.0
319,GL,761000000.0,732000000.0,745000000.0,11700000000.0,9950000000.0,9530000000.0
320,GLO,,,,,,
321,GLPI,391000000.0,506000000.0,534000000.0,10500000000.0,8990000000.0,11500000000.0
322,GLQ,,,,,,
323,GLU,,,,,,
324,GLV,,,,,,
325,GLW,960000000.0,512000000.0,1910000000.0,21500000000.0,28200000000.0,33200000000.000004
326,GM,6730000000.0,6430000000.0,10000000000.0,47500000000.0,72600000000.0,76500000000.0
327,GNTX,425000000.0,348000000.0,84200000.0,7790000000.0,8490000000.0,7130000000.0
328,GOLD,3970000000.0,2320000000.0,3290000000.0,32400000000.0,39800000000.0,32000000000.0
329,GOOGL,,,,,,
330,GPC,621000000.0,-29100000.0,899000000.0,14100000000.0,14600000000.0,17300000000.0
331,GPN,431000000.0,585000000.0,965000000.0,39700000000.0,64000000000.0,39500000000.0
332,GPS,1000000000.0,351000000.0,-665000000.0,10800000000.0,5300000000.0,5410000000.0
333,GRF,,,,,,
334,GRMN,952000000.0,992000000.0,1080000000.0,18700000000.0,23400000.0,21200000.0
335,GRX,,,,,,
336,GS,8470000000.000001,9460000000.0,21600000000.0,90700000000.0,96700000000.0,117000000000.0
337,GT,-311000000.0,-1250000000.0,764000000.0,3160000000.0,2550000000.0,5560000000.0
338,GUT,,,,,,
339,GWW,849000000.0,695000000.0,1040000000.0,17100000000.000002,19100000000.0,25500000000.0
340,H,766000000.0,-703000000.0,-222000000.0,8990000000.0,6650000000.0,9520000000.0
341,HAL,-1130000000.0,-2940000000.0,1460000000.0,19200000000.0,19000000000.0,29700000000.0
342,HAS,520000000.0,222000000.0,429000000.0,13500000000.0,12600000000.0,13400000000.0
343,HBAN,1410000000.0,817000000.0,1300000000.0,14300000000.0,15100000000.0,19600000000.0
344,HBI,601000000.0,,-332000000.0,5130000000.0,,5290000000.0
345,HCA,3500000000.0,3750000000.0,6960000000.0,48900000000.0,57600000000.0,80800000000.0
346,HD,11100000000.0,11200000000.0,12900000000.0,210000000000.0,245000000000.0,338000000000.0
347,HES,-408000000.0,-3090000000.0,559000000.0,16500000000.0,19600000000.0,31000000000.0
348,HIG,2080000000.0,1740000000.0,2360000000.0,21500000000.0,17700000000.0,24100000000.0
349,HLF,311000000.0,373000000.0,447000000.0,5430000000.0,5910000000.0,3770000000.0
350,HLT,881000000.0,-715000000.0,410000000.0,31300000000.0,34299999999.999996,41500000000.0
351,HOG,424000000.0,1300000.0,650000000.0,5340000000.0,5510000000.0,5750000000.0
352,HOLX,,,,,,
353,HON,6140000000.0,4780000000.0,5540000000.0,129000000000.0,146000000000.0,143000000000.0
354,HP,-33700000.0,-494000000.0,-326000000.0,4160000000.0,1610000000.0,2480000000.0
355,HPE,1050000000.0,-322000000.0,3430000000.0,21400000000.0,14200000000.0,19600000000.0
356,HPF,,,,,,
357,HPI,,,,,,
358,HPQ,3150000000.0,2840000000.0,6500000000.0,30400000000.0,32500000000.0,44700000000.0
359,HPS,,,,,,
360,HQH,,,,,,
361,HQL,,,,,,
362,HRL,979000000.0,908000000.0,909000000.0,24100000000.0,24200000000.0,25400000000.0
363,HSIC,695000000.0,404000000.0,631000000.0,10600000000.0,9380000000.0,10500000000.0
364,HST,920000000.0,-732000000.0,-11000000.0,12100000000.0,11700.0,13000.0
